year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,brand
2015,350000,60000,Petrol,Individual,Manual,First Owner,27.864864864864867,1198.0,67.0,104.0,7.0,Datsun
2017,2600000,70000,Diesel,Individual,Automatic,First Owner,24.55421686746988,1968.0,143.0,320.0,5.0,Audi
2015,600000,40000,Diesel,Individual,Manual,First Owner,27.156626506024097,1396.0,88.73,219.7,5.0,Hyundai
2008,160000,56000,Petrol,Individual,Manual,Third Owner,,,,,,Maruti
2017,900000,74000,Diesel,Individual,Manual,First Owner,26.83132530120482,1498.0,108.6,250.0,5.0,Volkswagen
2017,570000,28782,Petrol,Dealer,Manual,First Owner,25.135135135135137,1197.0,81.83,114.7,5.0,Hyundai
2012,290000,60000,Diesel,Individual,Manual,First Owner,25.32530120481928,1248.0,88.76,200.0,5.0,Tata
2018,890000,140000,Diesel,Individual,Manual,Third Owner,16.987951807228917,2179.0,147.94,320.0,5.0,Tata
2007,65000,30000,Petrol,Individual,Manual,Second Owner,19.864864864864863,1150.0,76.0,109.80392156862744,5.0,Chevrolet
2018,620000,15000,Petrol,Individual,Manual,First Owner,27.567567567567565,1194.0,94.93,120.0,5.0,Ford
2018,620000,15000,Petrol,Individual,Manual,First Owner,27.567567567567565,1194.0,94.93,120.0,5.0,Ford
2014,500000,48300,Diesel,Individual,Manual,Second Owner,19.228915662650603,2523.0,62.1,195.0,7.0,Mahindra
2010,210000,100000,Diesel,Individual,Manual,Second Owner,24.096385542168676,1399.0,68.0,160.0,5.0,Ford
2017,430000,38000,Petrol,Individual,Manual,Second Owner,32.21621621621622,1199.0,84.0,114.0,5.0,Tata
2018,793000,30000,Diesel,Individual,Manual,First Owner,31.12048192771084,1498.0,99.0,215.0,5.0,Ford
2018,645000,10000,Petrol,Individual,Automatic,First Owner,27.432432432432435,1199.0,84.0,114.0,5.0,Tata
2013,225000,70000,Diesel,Individual,Manual,Second Owner,23.373493975903614,1405.0,70.0,135.4,5.0,Tata
2006,121000,70000,Petrol,Individual,Manual,Second Owner,18.243243243243242,1799.0,130.0,172.0,5.0,Honda
2006,110000,140000,Petrol,Individual,Manual,Second Owner,19.45945945945946,1599.0,94.0,122.54901960784315,5.0,Hyundai
2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,22.675675675675677,1496.0,88.73,132.0,5.0,Toyota
2017,650000,35000,Diesel,Individual,Manual,Second Owner,33.0,1248.0,74.0,190.0,5.0,Maruti
2014,300000,80000,Petrol,Individual,Manual,First Owner,31.216216216216218,998.0,67.04,90.0,5.0,Maruti
2013,250000,80000,Diesel,Individual,Manual,First Owner,23.0,1405.0,69.01,135.0,5.0,Tata
2020,1900000,1600,Petrol,Dealer,Automatic,First Owner,18.864864864864867,1451.0,141.0,250.0,5.0,MG
2017,229999,80000,Petrol,Individual,Manual,First Owner,30.675675675675674,799.0,53.0,72.0,5.0,Datsun
2011,130000,110000,Petrol,Individual,Manual,Second Owner,24.324324324324326,995.0,62.0,90.3,5.0,Chevrolet
2015,503000,110000,Diesel,Individual,Manual,First Owner,16.987951807228917,2179.0,147.94,320.0,7.0,Tata
2019,4500000,21000,Diesel,Dealer,Automatic,First Owner,15.457831325301205,1999.0,148.31,382.0,7.0,Land Rover
2010,180000,187000,Diesel,Dealer,Manual,Second Owner,21.44578313253012,1399.0,68.0,159.80392156862746,5.0,Ford
2010,525000,120000,Diesel,Individual,Manual,Second Owner,15.421686746987953,2494.0,102.0,200.0,8.0,Toyota
2012,280000,100000,Diesel,Individual,Manual,Second Owner,,,,,,Toyota
2005,100000,90000,Petrol,Individual,Manual,Second Owner,17.2972972972973,1396.0,85.0,117.64705882352942,5.0,Tata
2018,300000,30000,Petrol,Individual,Manual,First Owner,33.37837837837838,796.0,47.3,69.0,5.0,Maruti
2012,275000,50000,Petrol,Individual,Manual,First Owner,28.270270270270274,998.0,67.1,90.0,5.0,Maruti
2005,70000,188000,Petrol,Individual,Manual,Fourth & Above Owner,25.54054054054054,998.0,67.1,90.0,5.0,Maruti
2016,600000,60000,Diesel,Individual,Manual,First Owner,19.228915662650603,2523.0,63.0,180.0,9.0,Mahindra
2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,20.21686746987952,1995.0,190.0,400.0,5.0,BMW
2018,720000,25000,Diesel,Individual,Manual,First Owner,34.21686746987952,1248.0,74.02,190.0,5.0,Maruti
2015,1200000,10000,Diesel,Individual,Manual,First Owner,18.19277108433735,2179.0,140.0,330.0,7.0,Mahindra
2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,29.72972972972973,1197.0,81.8,113.0,5.0,Maruti
2017,550000,10000,Petrol,Individual,Manual,First Owner,27.432432432432435,1199.0,84.0,114.0,5.0,Tata
1998,210000,47990,Diesel,Individual,Manual,Second Owner,,,,,,Mahindra
2016,512000,10500,Petrol,Individual,Manual,First Owner,24.54054054054054,1196.0,86.8,112.0,5.0,Ford
2015,500000,70000,Diesel,Individual,Manual,First Owner,24.57831325301205,1248.0,91.7,209.0,5.0,Fiat
2001,45000,60000,Petrol,Individual,Manual,Second Owner,21.756756756756758,796.0,37.0,59.0,4.0,Maruti
2013,400000,70000,Petrol,Individual,Manual,First Owner,22.986486486486488,1591.0,121.3,154.9,5.0,Hyundai
2012,341000,120000,Diesel,Individual,Manual,First Owner,23.253012048192772,1248.0,73.9,190.0,5.0,Maruti
2012,250000,70000,Diesel,Individual,Manual,First Owner,20.734939759036145,1493.0,100.0,240.0,7.0,Mahindra
2016,625000,90000,Diesel,Individual,Manual,Second Owner,19.228915662650603,2523.0,62.1,195.0,7.0,Mahindra
2012,325000,90000,Diesel,Individual,Manual,First Owner,27.59036144578313,1248.0,74.0,190.0,5.0,Maruti
2015,229999,60000,Petrol,Individual,Manual,Second Owner,26.270270270270274,1198.0,67.0,104.0,7.0,Datsun
2011,380000,239451,Diesel,Individual,Manual,Second Owner,16.3855421686747,2523.0,63.0,180.0,7.0,Mahindra
2015,450000,80000,Diesel,Individual,Manual,First Owner,28.42168674698795,1364.0,67.04,170.0,5.0,Toyota
2014,1380000,150000,Diesel,Individual,Manual,First Owner,15.66265060240964,2982.0,168.5,343.0,7.0,Toyota
2009,200000,30000,Petrol,Individual,Manual,First Owner,22.2972972972973,995.0,63.0,90.3,5.0,Chevrolet
2014,500000,60000,Diesel,Individual,Manual,First Owner,28.19277108433735,1248.0,74.0,190.0,5.0,Maruti
2010,229999,168000,Diesel,Individual,Manual,First Owner,16.867469879518072,2498.0,112.0,260.0,7.0,Mahindra
2011,100000,120000,Petrol,Individual,Manual,Second Owner,21.756756756756758,796.0,37.0,59.0,4.0,Maruti
2017,600000,25000,Petrol,Individual,Manual,Third Owner,24.54054054054054,1196.0,86.8,112.0,5.0,Ford
2019,750000,59872,Diesel,Individual,Manual,First Owner,19.228915662650603,2523.0,62.1,195.0,7.0,Mahindra
2019,3800000,20000,Diesel,Individual,Automatic,First Owner,21.686746987951807,1969.0,190.0,400.0,5.0,Volvo
2011,625000,120000,Diesel,Individual,Manual,Second Owner,12.650602409638555,2835.0,116.9,292.0,6.0,Mitsubishi
2018,955000,40000,Diesel,Individual,Manual,First Owner,29.542168674698797,1248.0,88.5,200.0,7.0,Maruti
2008,150000,60000,Petrol,Individual,Manual,Second Owner,18.10810810810811,1794.0,125.0,157.843137254902,5.0,Toyota
2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,25.675675675675677,1199.0,88.76,110.0,5.0,Honda
2015,503000,110000,Diesel,Individual,Manual,First Owner,16.987951807228917,2179.0,147.94,320.0,7.0,Tata
2016,2150000,30000,Diesel,Dealer,Automatic,First Owner,27.337349397590366,1995.0,190.0,400.0,5.0,BMW
2016,360000,60000,Diesel,Individual,Manual,Second Owner,24.698795180722893,1248.0,91.7,209.0,5.0,Fiat
2008,149000,87540,LPG,Individual,Manual,Third Owner,16.6,796.0,35.5,55.88235294117648,5.0,Maruti
2008,270000,110000,Diesel,Individual,Manual,Third Owner,17.34939759036145,2179.0,120.0,250.00000000000003,7.0,Tata
2006,220000,100000,Petrol,Individual,Manual,Second Owner,23.91891891891892,1497.0,78.0,124.50980392156863,5.0,Honda
2017,450000,56290,Diesel,Dealer,Manual,First Owner,28.91566265060241,1186.0,73.97,190.24,5.0,Hyundai
2016,515000,68609,Diesel,Dealer,Manual,First Owner,27.349397590361445,1498.0,89.84,204.0,5.0,Ford
2013,484999,50000,Diesel,Individual,Manual,First Owner,31.084337349397593,1498.0,98.6,200.0,5.0,Honda
2012,180000,80000,Petrol,Individual,Manual,Third Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2019,325000,14700,Petrol,Individual,Manual,First Owner,34.013513513513516,799.0,53.3,72.0,5.0,Renault
2018,600000,25000,Petrol,Individual,Manual,First Owner,28.662162162162165,1197.0,81.8,113.0,5.0,Maruti
2015,290000,15200,Petrol,Individual,Manual,First Owner,34.013513513513516,799.0,53.3,72.0,5.0,Renault
2015,1275000,64000,Diesel,Dealer,Automatic,First Owner,13.734939759036145,2953.0,153.86,380.0,7.0,Ford
2015,610000,120000,Diesel,Individual,Manual,First Owner,25.46987951807229,1498.0,103.52,250.0,5.0,Skoda
2017,819999,30000,Petrol,Dealer,Manual,First Owner,23.64864864864865,1199.0,88.7,110.0,5.0,Honda
2015,535000,40000,Diesel,Dealer,Manual,First Owner,31.578313253012052,1248.0,88.5,200.0,5.0,Maruti
2017,660000,80000,Diesel,Individual,Manual,First Owner,19.87951807228916,1493.0,70.0,195.0,7.0,Mahindra
2011,350000,120000,Diesel,Individual,Manual,Second Owner,14.698795180722891,2499.0,80.0,186.27450980392157,10.0,Chevrolet
2015,210000,80000,Petrol,Individual,Manual,First Owner,27.87837837837838,1198.0,67.06,104.0,5.0,Datsun
2018,509999,8000,Petrol,Individual,Automatic,Second Owner,27.716216216216218,998.0,67.0,90.0,5.0,Maruti
2018,600000,25000,Petrol,Individual,Manual,Second Owner,25.54054054054054,1197.0,81.86,113.75,5.0,Hyundai
2017,450000,56290,Diesel,Dealer,Manual,First Owner,28.91566265060241,1186.0,73.97,190.24,5.0,Hyundai
2017,370000,140000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,85.0,5.0,Maruti
2019,270000,2300,Petrol,Individual,Manual,First Owner,30.675675675675674,799.0,53.64,72.0,5.0,Datsun
2017,735000,70000,Diesel,Individual,Manual,First Owner,22.277108433734938,1493.0,100.0,240.0,7.0,Mahindra
2011,270000,60000,Petrol,Individual,Manual,Second Owner,26.77027027027027,1086.0,68.05,99.04,5.0,Hyundai
2016,650000,35000,Petrol,Individual,Manual,Second Owner,28.918918918918916,1197.0,83.1,115.0,5.0,Maruti
2018,875000,25000,Diesel,Individual,Manual,First Owner,19.93975903614458,2498.0,105.0,247.0,6.0,Mahindra
2012,575000,120000,Diesel,Individual,Manual,Second Owner,14.518072289156628,2179.0,120.0,290.0,8.0,Mahindra
2015,465000,63063,Petrol,Dealer,Automatic,First Owner,25.54054054054054,1197.0,82.0,114.0,5.0,Hyundai
2016,480000,65755,Petrol,Individual,Manual,First Owner,28.918918918918916,1197.0,83.1,115.0,5.0,Maruti
2011,150000,50000,Diesel,Individual,Manual,First Owner,22.289156626506024,1399.0,68.0,160.0,5.0,Ford
2016,210000,210000,Diesel,Individual,Manual,First Owner,30.36144578313253,1248.0,74.0,190.0,5.0,Maruti
2014,348000,23000,Petrol,Individual,Manual,Second Owner,27.513513513513512,1197.0,78.9,111.8,5.0,Hyundai
2013,400000,83000,Diesel,Individual,Manual,First Owner,27.807228915662648,1461.0,63.1,160.0,5.0,Nissan
2017,869999,70000,Diesel,Individual,Manual,First Owner,25.903614457831328,1497.0,108.5,260.0,5.0,Tata
2018,775000,80000,Diesel,Individual,Manual,First Owner,27.650602409638555,1248.0,74.0,190.0,5.0,Tata
2017,3200000,13663,Diesel,Dealer,Automatic,First Owner,27.337349397590366,1995.0,190.0,400.0,5.0,BMW
2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,25.89189189189189,2494.0,157.7,213.0,5.0,Toyota
2018,3400000,22000,Diesel,Dealer,Automatic,First Owner,21.686746987951807,1969.0,190.0,400.0,5.0,Volvo
2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,24.594594594594593,1199.0,88.7,110.0,5.0,Honda
2011,800000,60000,Diesel,Individual,Manual,First Owner,15.421686746987953,2494.0,102.0,200.0,7.0,Toyota
2018,3250000,12000,Diesel,Individual,Automatic,First Owner,13.144578313253012,3198.0,197.0,470.0,7.0,Ford
2017,1050000,46000,Diesel,Individual,Automatic,First Owner,19.27710843373494,2179.0,140.0,330.0,7.0,Mahindra
2014,225000,60000,Petrol,Individual,Manual,Second Owner,27.513513513513512,1197.0,78.9,111.7,5.0,Hyundai
2017,430000,113000,Diesel,Individual,Manual,First Owner,31.12048192771084,1498.0,99.0,215.0,5.0,Ford
2015,480000,80000,Diesel,Individual,Manual,Second Owner,26.62650602409639,1248.0,74.0,190.0,5.0,Chevrolet
2010,256999,150000,Diesel,Individual,Manual,Second Owner,,,,,,Maruti
2018,840000,30000,Diesel,Individual,Manual,First Owner,23.93975903614458,1461.0,83.14,200.0,5.0,Nissan
2009,90000,50000,Petrol,Individual,Manual,Second Owner,21.62162162162162,995.0,63.0,90.19607843137254,5.0,Chevrolet
2013,950000,49700,Diesel,Individual,Manual,First Owner,18.19277108433735,2179.0,140.0,330.0,7.0,Mahindra
2019,695000,20000,Petrol,Individual,Automatic,First Owner,23.513513513513512,1197.0,81.86,117.0,5.0,Hyundai
2018,4000000,10000,Diesel,Dealer,Automatic,First Owner,27.084337349397593,1995.0,187.74,400.0,5.0,BMW
2018,665000,40142,Diesel,Dealer,Manual,First Owner,29.397590361445783,1120.0,71.0,180.4,5.0,Hyundai
2011,254999,120000,Diesel,Individual,Manual,Third Owner,26.590361445783135,1199.0,73.9,180.0,5.0,Volkswagen
2011,215000,100000,Petrol,Individual,Manual,Third Owner,27.513513513513512,1197.0,78.9,111.8,5.0,Hyundai
2012,400000,58400,Diesel,Individual,Manual,Second Owner,23.253012048192772,1248.0,73.9,190.0,5.0,Maruti
2010,225000,64000,Diesel,Individual,Manual,Third Owner,25.421686746987955,1248.0,73.9,113.0,5.0,Maruti
2013,200000,50000,Petrol,Individual,Manual,First Owner,30.729729729729726,796.0,47.3,69.0,5.0,Maruti
2018,625000,10000,Petrol,Individual,Manual,First Owner,28.918918918918916,1197.0,83.1,115.0,5.0,Maruti
2014,500000,77000,Diesel,Dealer,Manual,First Owner,34.21686746987952,1248.0,74.0,190.0,5.0,Maruti
2011,130000,70000,Petrol,Individual,Manual,Second Owner,18.91891891891892,796.0,35.0,59.80392156862745,5.0,Maruti
2013,355000,136000,Diesel,Individual,Manual,Second Owner,21.927710843373493,1248.0,73.8,172.5,7.0,Chevrolet
2018,448000,30000,Petrol,Individual,Automatic,First Owner,27.716216216216218,998.0,67.0,90.0,5.0,Maruti
2017,650000,120000,Diesel,Individual,Manual,First Owner,23.93975903614458,1461.0,83.8,200.0,5.0,Renault
2016,651000,42323,Diesel,Dealer,Manual,First Owner,25.530120481927714,1396.0,88.76,219.66,5.0,Hyundai
2011,370000,120000,Diesel,Individual,Manual,Third Owner,16.3855421686747,2523.0,63.0,180.0,7.0,Mahindra
2011,440000,90000,Diesel,Individual,Automatic,Second Owner,21.80722891566265,1991.0,147.9,327.0,4.0,Chevrolet
2012,229999,50000,Diesel,Individual,Manual,First Owner,20.481927710843376,1405.0,70.0,132.3529411764706,5.0,Tata
2016,500000,70000,Diesel,Individual,Manual,Second Owner,31.084337349397593,1498.0,98.6,200.0,5.0,Honda
2014,310000,160000,Diesel,Individual,Manual,First Owner,18.012048192771083,2489.0,93.7,218.0,7.0,Mahindra
2015,287000,100000,Petrol,Individual,Manual,Second Owner,26.77027027027027,1086.0,68.05,99.04,5.0,Hyundai
2012,155000,50000,Diesel,Individual,Manual,First Owner,27.74698795180723,1396.0,69.0,140.0,5.0,Tata
2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,22.675675675675677,1496.0,88.73,132.0,5.0,Toyota
2014,620000,90000,Diesel,Individual,Manual,Second Owner,22.903614457831328,1461.0,108.45,248.0,5.0,Renault
2004,120000,100000,Diesel,Individual,Manual,Fourth & Above Owner,12.650602409638555,2179.0,120.0,290.0,7.0,Mahindra
2019,660000,10000,Petrol,Individual,Automatic,First Owner,28.918918918918916,1197.0,83.1,115.0,5.0,Maruti
2013,500000,115717,Diesel,Individual,Manual,First Owner,14.518072289156628,2179.0,120.0,290.0,9.0,Mahindra
2009,200000,70000,Diesel,Individual,Manual,First Owner,25.421686746987955,1248.0,73.9,113.0,5.0,Maruti
2018,565000,10000,Petrol,Individual,Automatic,First Owner,27.432432432432435,1086.0,68.0,99.0,5.0,Hyundai
2011,165000,97000,Petrol,Individual,Manual,Third Owner,26.77027027027027,1086.0,68.05,99.04,5.0,Hyundai
2013,270000,118000,Diesel,Individual,Manual,First Owner,28.91566265060241,1120.0,70.0,160.0,5.0,Hyundai
2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,25.89189189189189,2494.0,157.7,213.0,5.0,Toyota
2016,660000,34000,Petrol,Individual,Manual,Second Owner,23.64864864864865,1373.0,91.1,130.0,7.0,Maruti
2009,120000,70000,Petrol,Individual,Manual,Second Owner,25.54054054054054,1061.0,67.0,84.0,5.0,Maruti
2012,1300000,140000,Diesel,Individual,Automatic,Second Owner,22.746987951807228,1995.0,184.0,380.0,5.0,BMW
2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,25.675675675675677,1199.0,88.76,110.0,5.0,Honda
2019,620000,13000,Petrol,Individual,Manual,First Owner,23.229729729729733,1197.0,81.86,114.73,5.0,Hyundai
2008,160000,100000,Petrol,Individual,Manual,Fourth & Above Owner,18.783783783783786,1599.0,103.2,146.07843137254903,5.0,Hyundai
2016,574000,35000,Petrol,Individual,Manual,Second Owner,28.175675675675677,1197.0,83.14,115.0,5.0,Maruti
2011,272000,170000,Diesel,Individual,Manual,Fourth & Above Owner,19.903614457831324,1991.0,123.7,305.0,5.0,Chevrolet
2007,200000,50000,Diesel,Individual,Manual,First Owner,21.542168674698797,1396.0,52.8,85.0,5.0,Tata
2011,400000,90000,Diesel,Individual,Manual,Third Owner,,,,,,Toyota
2008,200000,147000,Diesel,Individual,Manual,Second Owner,23.253012048192772,1248.0,73.9,190.0,5.0,Maruti
2017,700000,70000,Diesel,Individual,Manual,First Owner,31.12048192771084,1498.0,99.0,215.0,5.0,Ford
2012,320000,103994,Diesel,Individual,Manual,Fourth & Above Owner,24.096385542168676,1399.0,68.0,160.0,5.0,Ford
2015,600000,25000,Diesel,Individual,Manual,First Owner,31.084337349397593,1498.0,98.6,200.0,5.0,Honda
2011,340000,100000,Diesel,Individual,Manual,Second Owner,16.3855421686747,2523.0,63.0,180.0,7.0,Mahindra
2017,290000,50000,Petrol,Individual,Manual,First Owner,31.094594594594597,999.0,67.0,91.0,5.0,Renault
2015,450000,40000,Petrol,Individual,Manual,First Owner,23.743243243243246,1193.0,88.7,140.0,5.0,Tata
2008,168000,50000,Petrol,Individual,Automatic,First Owner,14.864864864864865,2359.0,165.0,231.37254901960787,5.0,Hyundai
2016,300000,15000,Petrol,Individual,Manual,First Owner,32.36486486486486,998.0,67.05,90.0,5.0,Maruti
2010,350000,110000,Diesel,Individual,Manual,Fourth & Above Owner,21.44578313253012,1248.0,75.0,190.0,5.0,Maruti
2018,800000,30000,Diesel,Individual,Manual,First Owner,34.21686746987952,1248.0,74.02,190.0,5.0,Maruti
2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,25.675675675675677,1199.0,88.76,110.0,5.0,Honda
2013,385000,120000,Petrol,Individual,Manual,First Owner,25.810810810810814,1197.0,85.8,114.0,5.0,Maruti
2017,2199000,10000,Diesel,Individual,Automatic,Second Owner,21.566265060240962,2143.0,136.0,300.0,5.0,Mercedes-Benz
2015,480000,50000,Petrol,Individual,Manual,First Owner,25.135135135135137,1197.0,81.83,114.7,5.0,Hyundai
2014,500000,90000,Diesel,Individual,Manual,Second Owner,18.13253012048193,2179.0,147.9,320.0,7.0,Tata
2011,300000,110000,Diesel,Individual,Manual,Third Owner,21.44578313253012,1399.0,68.0,159.80392156862746,5.0,Ford
2016,320000,80000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,85.0,5.0,Maruti
2017,600000,50000,Diesel,Individual,Manual,First Owner,27.650602409638555,1248.0,74.0,190.0,5.0,Tata
2009,400000,90000,Petrol,Individual,Automatic,First Owner,19.635135135135133,1794.0,138.1,173.0,5.0,Toyota
2018,520000,6000,Petrol,Individual,Manual,First Owner,25.54054054054054,1197.0,81.86,113.75,5.0,Hyundai
2017,650000,75000,Diesel,Individual,Manual,First Owner,32.036144578313255,1248.0,74.0,190.0,5.0,Maruti
2018,1475000,24000,Diesel,Dealer,Manual,First Owner,18.19277108433735,2179.0,152.87,360.0,7.0,Mahindra
2015,503000,110000,Diesel,Individual,Manual,First Owner,16.987951807228917,2179.0,147.94,320.0,7.0,Tata
2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,20.21686746987952,1995.0,190.0,400.0,5.0,BMW
2017,800000,45500,Diesel,Individual,Manual,Second Owner,28.795180722891565,1582.0,126.2,259.9,5.0,Hyundai
2017,650000,40000,Diesel,Individual,Manual,Second Owner,21.927710843373493,1248.0,73.74,172.5,7.0,Chevrolet
2005,85000,150000,Petrol,Individual,Manual,Second Owner,26.62162162162162,796.0,46.3,62.0,5.0,Maruti
2015,1225000,39000,Diesel,Dealer,Manual,First Owner,19.27710843373494,2179.0,140.0,330.0,7.0,Mahindra
2015,650000,80000,Diesel,Individual,Manual,First Owner,31.32530120481928,1498.0,98.6,200.0,5.0,Honda
2017,660000,50000,Diesel,Individual,Automatic,First Owner,22.277108433734938,1493.0,100.0,230.0,7.0,Mahindra
2014,250000,40000,Petrol,Individual,Manual,Second Owner,30.729729729729726,796.0,47.3,69.0,5.0,Maruti
2019,700000,40000,Diesel,Individual,Automatic,First Owner,28.674698795180724,1498.0,78.9,160.0,5.0,Honda
2017,4100000,17000,Petrol,Individual,Automatic,First Owner,12.837837837837839,3604.0,280.0,347.0,5.0,Jeep
2018,700000,48000,Petrol,Individual,Manual,Second Owner,28.513513513513516,998.0,100.5,150.0,5.0,Maruti
